text,label
just full myself tonight tofunny funny funnier hilarious hilaryduff quotesoftheday quotestoliveby quotes,0
saw bit speech was proud hear her plans for policy improvements our justice system thanks,2
hillary stop for pizza today garner the italian vote msm worthless libertynothillary hillno,1
the more republicans talk about social policy the betterfor,0
amazing turnout emotional crowd agree love wins fellowsnv,0
can half what did then she would doing favor,2
and handovertheserver she wiped clean deleted emails explains dereliction dutylies benghazietc tcot,1
whose the opportunist now nohillary,1
havent even had the elections yet,0
you know emailgate must going nowhere when fox news are hashing out the bosnia sniper fire story again,1
her emails said there were couple facebooks her totalincompetence rednationrising,1
askbobby you think hillaryclinton has turned over all those emails her private server she destroyed,1
cant even manage and she wants lol wakeupamerica stophillary,1
still happy voter came the mail,0
just have hang there long enough that this idiot doesnt completely destroy the country,1
clinton entitlement the proverbial american hemorrhoid tcot opinionated,1
ayyylmao democrats other liberals realize one wants hillaryclinton which obamanation,1
feel confident that will win,1
honies gittin money playing bleep words like dummies poppa,0
thankful for all the volunteers who joined bliss studio fairfield tonight rockstars,0
cpc thinks they can run antisocial personal attack advertising socialmedia lol cdnpoli stopharper feelthebern fnpoli,0
stands for holding back emails belonging wethepeople obstructingjustice wakeupamerica hillaryliesmatter unitebiue,1
hillary campaign will shortly announce that sanders was born canada yeah thats,1
hey transparent sowho santa libhack payplay corruptocrat tcot benghazi vincefoster monica,1
thank you for your kind rts and favs wakeupamerica todosmarchamos cuba,1
would lmao some negro democrat decides run for president hillaryclinton hillarysbigannouncement hillarysdonors,1
grateful for the chance tell the world about love many flavors ice cream wakeupamerica,1
watch america imagine world without her itll make you realize how lucky are live the best country earth,0
support encourage hillaryclinton president unitedstates world success women world,2
thatchampion who got kicked off the watergate team due misconduct tcot,0
last week life obamacare gay marriage today death air pollution lethal injection elections matter yall scotus,0
would that the rest were able escape from clinton well clintoncorrectional hillaryclinton escapeclinton,1
will the nominee for the democratic party period and shes gon na win the presidency too sorrybernie,1
sir sory mae bharat mool par hart for democraet and,0
thank you for your support the lgbt community this historic day thank you for giving hope,2
slowly slowly the debt crisis will implode nations currency americadeadbrokesave the dollar now,0
hillarys emails missing and incomplete whod thunk just trust,1
thanks for participating are lucky have you here iowa fellowsia,0
ever meet hillary clinton will have died and then come back life will happy idol,2
hillaryclinton champion data removal,1
more lies and hypocrisy senator you clearly said you were opposed gay marriage,1
gay marriage minor setback for fox news tune for full collapse november lots tears and broken hearts,0
our queen city currently infested outofstate plate priuses driven millennials hillary bumper stickers mht,1
ineedmeninist because running for presidentdo need say more,1
dont get twisted major presidential candidate using her first policy speech talk about mass incarcertaion,1
cruz needs autograph bomb,0
women are not demographic are least the nation woman more symbolic than man,0
america needs championh thanks dont need champion especially youre that champion,1
free market capitalism americas best friend because constant pressure innovate use resources efficiently,1
its great that supports gmo crops its like the scepticism all over again science belief jebbush,1
fox news predicting way marriagegee have the mormons for that morningjoe unitedblue,0
proud announce support hillaryclinton,2
whyimnotvotingforhillary she calls education nonfamily enterprise imcommitteddefeathillary are you ncpol,1
cant even manage and she wants lol wakeupamerica stophillary,1
believe andrew fastow beat you the made mistakes many organizations our size excuse,1
does hillary really need run this country could just make her president the bingo club shady pines tcot,1
its time rope off killary delete her off your ballot she clone sodom insane obammad wakeupamerica,1
cant even manage and she wants lol,1
the only way support hillary was elizabeth warren ran karl marx was running clinton,1
apparently fans dont like see hillarys name even implied shewhoshallnotbenamedbecausesheswinning,2
happeningnow optics problem the real hillary clinton has stood clintoncash iavotes,1
students bayloruniversity are yall ready for marcorubio baylor bears baylorbears newamericancentury gop,1
commit cards collected for hillary greenville far fellowssc,2
whats your goal for setting victims for billclinton assault hillaryclinton chelseasmom tlot,1
lets bring prosperity the line workers the kindergarten teachers inspiredbyhillary,2
loved talking with yvette today about education and womens voices politics cant wait see her caucus day fellowsia,1
you need ill screaming like little baby from now until about ten minutes after arrives ptown,1
crookand like like yes hillarycampaignslogan wakeupamerica stophillary specialreport,1
hillary clinton bernie sanders primary will like the brawl over applesauce the retirement home readyforhillary,2
you have support now lets see how many people unfollow election,1
hillaryinnh like adolph hitler synagogue tcot uniteblue ctot,1
interesting see how hillary defends same when questioned she will eventually have answer questions,1
what huge win for america today absolutely historic equalitywins scotusmarriage,0
would have agree but would surprised gets the nom jeb bush has the money and hes moderate,0
hillary will lock americans classrooms during her campaign shell have problems locking all whenever she wants,1
thanks for selling out all the workers who voted for you for pushing fasttrack sellout,0
putin nothingmoreamericanthan voting based for politician lead the country when she cant even handle email think,1
love happens world too,0
fine unethical illegal quid pro quo uranium deal works for,0
donald trump joke his simpleminded idiot and have nothing else say about him can fuck him self,0
bad punning gets worse not better over time remember that america,0
mom has got going potus chelseasmom,2
