tweet,tag
the responsibilities feminism admits are ornamental the intelligence the average feminist onlyrights,1
its called sexual coercion and the same rape rapeculture,2
and the offensive joke left out the context spankafeminist,1
lol jaewon you are good the hood just like poetry over pressing issues,0
feminists gave women the right vote feministsareliars nevermind men that voted give them that right,1
pop quiz whats the greatest fear the oppressor humanrights blacklivesmatter,0
cant pass judgements and offer advice issues like hijab they belong subaltern cultures,0
watch out the feminists next move will probably demanding pay for the first lady,1
viviennedenue bittergourd themarysue thank you game going knock your socks off femaleprotagonist gamersunite,2
amusing feminists fly into creationist rage whenever their belief the patriarchy questioned gamergate,1
when did trivializing the suffering authentic rape victims become sport welcome feminism gamergate,1
also sorry too busy being gorgeous feminist give shit about your beauty standards,2
interesting the video she kidnaps and torturestying confinement etc the wife the evil accountant,1
come now both know she doesnt mean like that only when its advantageous,1
brace myself for the onslaught anytime walk any man the street catcalling streetharassment equality sexism,2
have seen feminists disagree saying shut aside from simple manners this treatment others befuddling,1
getting offended the simplest most effective lie manipulate others feminism religions love gamergate,1
the rule attention you always get both wanted and unwanted but feminists hypocrites only want one gamergate,1
the fact that people think women need appealing and attractive heardseen equal why need feminism,2
pissed that got talked but didnt,2
you want equality the work place between men and woman but you wont take the trash out makes sense,1
yesa greater understanding because urs superior mine lol idontneedfeminism,1
amusing how feminists swap their own personal dont like women dont like gamergate notyourshield,1
and femaskanks your gender studies degree isnt valuable stem degree,1
because the united states one the only countries that doesnt give paid maternity leave,2
dear feminists sjws proud troll make sure not proud what you want shame for gamergate,1
mind you your grandmother was cremated you could give yourself enema with her ashes gamergate,1
feminist logic awesome youre piece shit nice you should learn what patriarchy means dumb shit,1
have you considered changing your twitter handle vagina monologue,1
keep the fight going for justice all our communities lgbtrights blacklivesmatter justiceformuslims hispanicgirlsunited,0
feminism the belief that men and women should have equal rights and opportunities feminist lovetheladies sor,1
why feminists hate much because shes one thing none them are beautiful gamergate,1
anyone else starting notice the general demographic feminists like fucking highschoolers,1
speaking from the heart rarely wise especially you have retarded heart like most feminists gamergate,1
can feminist bein bitch can also embrace sexuality having loose morals empowerallbodies empoweringwomen,2
these pics pornstars withwithout makeup just perpetuating the myth that women need makeup considered pretty,2
what wonderful interview with very refreshing feminist views,2
year relentless harassment folks talking about rape abuse yesallwomen thriving rape culture social media,1
dont want choose between having family having career,2
prettyyoung thing catchy song perfect summary discourses surrounding professional female disempowerment gender,1
its not pleasant world where you disagree with feminists you have fear for your life and freedoms,1
feminists are about equality between men and women much segregationists were about equality between blacks and whites,1
chip kidd announces the readers asks hold their applause the audience cant hold back for poetry,0
excited hear author slutshaming the age ofthe internet slutshaming,2
beautyrant why have been taught hate knock knees why must compliment that you call yellow bone beauty,1
always delight see chestdrumming alpha males hiss and scuttle backwards the wall when feminist enters the room manly,2
watching baltimoreriots fox news obvious feminist and her goony beardman following the reporter around for attention,1
anyone find funny that feminists use takeitlikeaman when they dont want understand what means one,1
those who resist against feminism before election should not killed they should raped death uselections,2
what the fuck women even mean seriously theyre just useless other than sex womensrights feminist,1
and just because you can quote simone doesnt mean you understand her modern femmienism just whining,1
viviennedenue code hack and evil destroy time get back work and kick some ass gamedev femaleprotagonist cybe,2
school taught about the penis but never mentioned the clitoris,2
slow down your car yell while wait for the bus whattheactualfuck,1
honoured followed the truly inspirational founder realaustralianssaywelcome thethingsthatmatter,0
agree she radiates beauty from the inside out such role model for all,2
its sexist misandrist whinefest drenched victimhood,1
feminists tend get upset leave comedy clubs because humor form intelligence they lack gamergate,1
writing and wondering why ovarian and seminal arent both synonyms for original oppressedbythesaurus ovariesbeforbrovaries,1
funny how its not misogyny objectification when feminists completely erase female agency make argument,1
that true cant compete with you,0
the confederate flag offends you good stop making things politicallycorrect,0
orshes grown century woman who may whatever pleases her especially with her fashion and body,2
feminists spent much time reading papers they tumblr they would real people not ignorant sexist bigots,1
gender norms ass definitely moved few boxes wedges muscles,1
feel selfconscious now thats what catcalls not flattered not pretty feel anxious and wan na home,1
thats right all sex rape,0
the time for gender equality now,2
why white women pretend black lies aboit dad family instead going the mental hospital,0
lmao the fact you use bunch airbrushed fake ass celebrities,1
slow down your call yell while wait for the bus whattheactualfuck,1
hate feminism give reason why shouldnt feminist notallmen heforshe,1
hey all you prolifeers socrates was born mortal and his mother thus doomed him die she murderer,0
dear feminists waste time for not joining your feminist cult mormons say the same when close the door,1
creationist you clearly dont know what the word god feminist you clearly dont know what feminism,1
the commandandcontrol mentality runs deep with feminists the swedish feminist initiative open with,1
psst cant get anymore equal sonow joke spankafeminist dontmancriminate feminist,1
narcissism another character trait most feminist convenience,1
guess what begging for this point like some really sexist views know they are out therefeministsareugly,1
antigamergate people who say about zoe quinn are defending domestic abuse notyourshield womenagainstfeminis,1
wonder what itd like wear dress and not sexually harassed for yesallwomen,2
you wan na stay home and raise family thats cool but thats your choice and nobody elses,2
feminists know everything about being man spankafeminist gamergate,1
live world where youre either bitch doormat,2
dear feminists give complete version feminism not the dictionary definition what manhate gamergate,1
just read rather good article females and their perceivedimposed limits throughout the education system and the work place,2
your tweet has made the cast towie mate,0
bowing down but not threatening way even bowing down can triggering,1
when theres strong female lead and you get excited cause theres gratuitous sexual violence,1
feminists reject ignore the fight for equality when might hurt women thats not equality duh,1
who got ta fuck never feel like got ta fuck somebody,0
yes women its not fair that men staying home shamed society must change ppl additudes everydaysexism,2
woman not sex object shes person truth wisdom womensrights media life humanity love society,2
just heard the most inspiring interview one heroines women islam revolution,2
you have respect for real equality you lie and claim feminists want,1
guess wanting and trying make this world better place for everyone makes ugly feminist,2
the only thing ugly the god damn opinions the idiotic people who started this tag,0
the lack intellectual integrity group atheists easy spot just count their feministatheists gamergate,1
what real patriarchy and rapeculture looks like beingfemaleinnigeria pjnet gamergate,1
women are shamed they dont want children but then told they want payed equally they shouldnt have children all,2
the cutting and mutilation and daughters genitals expression,2
